Startup Name,Industry,Funding Rounds,Investment Amount (USD),Valuation (USD),Number of Investors,Country,Year Founded,Growth Rate (%)
Startup_845,Biotech,8,4096127627,8960387993,8,France,2000,190.6
Startup_846,E-commerce,8,4321019502,16739425151,32,Singapore,2023,191.44
Startup_847,EdTech,8,4631066329,22142699389,2,USA,2014,121.25
Startup_848,Blockchain,4,42886462.35,110959029.3,45,Germany,2019,148.32
Startup_849,EdTech,2,1666535988,7638403530,8,Canada,2022,87.71
Startup_850,Biotech,7,3266671945,6338976928,27,France,2020,12.58
Startup_851,Blockchain,8,1222647578,3024034896,27,China,2002,197.61
Startup_852,Biotech,7,1806971205,5422096765,21,China,2002,126.46
Startup_853,HealthTech,10,1928050552,7015325931,32,Singapore,2022,116.2
Startup_854,E-commerce,6,4281522250,19783842262,10,France,2008,106.97
Startup_855,AI,1,2970540519,14006089046,34,Canada,2010,101.26
Startup_856,Fintech,9,2484586808,9879870115,19,Germany,2012,178.72
Startup_857,SaaS,5,3151055250,9596301787,32,France,2005,188.23
Startup_858,Biotech,7,4479419650,19787930689,36,UK,2009,153.93
Startup_859,Blockchain,6,4937817434,19348635378,21,USA,2021,176.63
Startup_860,HealthTech,3,56283757.1,239360573.4,47,China,2019,116.68
Startup_861,Biotech,4,2986829661,11698924236,29,Singapore,2008,67.69
Startup_862,AI,6,4587590978,7276051682,18,Germany,2002,23.68
Startup_863,SaaS,1,3099878969,11300366793,22,China,2020,56.98
Startup_864,SaaS,6,1887188098,6665066059,32,China,2013,59.62
Startup_865,Blockchain,4,2490109094,7120684056,31,Singapore,2018,12.52
Startup_866,E-commerce,2,3099715966,14601101824,18,Germany,2023,185.51
Startup_867,SaaS,4,3080340948,11769255259,30,Germany,2013,180.73
Startup_868,Blockchain,5,4858208113,9592015082,47,Brazil,2007,17.5
Startup_869,EdTech,7,2822367808,8629702401,7,Canada,2019,44.37
Startup_870,HealthTech,10,2290073611,9687195661,35,Australia,2002,162.05
Startup_871,E-commerce,10,2911527067,7204953873,50,France,2023,112.67
Startup_872,AI,6,336103696.1,1477518611,2,USA,2001,82.66
Startup_873,E-commerce,2,3539596940,11492613399,47,UK,2005,28.97
Startup_874,Blockchain,10,4334957708,13740817490,50,Singapore,2021,37.35
Startup_875,Fintech,1,3102988413,13323847176,28,Australia,2007,26.4
Startup_876,EdTech,8,3163866716,6195439409,26,Australia,2017,70.31
Startup_877,Biotech,3,2698229344,9701039741,44,Brazil,2007,35.35
Startup_878,Blockchain,8,1914241711,8748622847,50,Singapore,2007,67.07
Startup_879,E-commerce,9,600633160.3,1278804439,19,France,2017,97.21
Startup_880,E-commerce,3,2844188998,13092550889,47,Australia,2022,47.99
Startup_881,E-commerce,8,1174483888,5248743934,40,Canada,2019,143.69
Startup_882,E-commerce,5,2305335351,6013926837,20,Canada,2023,149.41
Startup_883,SaaS,6,1126128239,5364102027,37,Germany,2017,161.9
Startup_884,EdTech,7,1942325719,6199397563,47,China,2003,76.7
Startup_885,Blockchain,2,1981552719,5082834045,37,China,2005,149.77
Startup_886,AI,5,3982961567,14725180900,42,Australia,2016,74.57
Startup_887,E-commerce,2,3648208833,12582443641,41,France,2006,153.03
Startup_888,Fintech,5,4520792983,13889240912,5,France,2023,152.69
Startup_889,Biotech,4,4240350719,13944342393,17,USA,2005,125.99
Startup_890,Biotech,8,2568989812,7550233333,33,China,2011,134.43
Startup_891,E-commerce,8,1807464328,7065970861,10,UK,2005,38.34
Startup_892,SaaS,1,997609258.4,4513558916,33,China,2020,117.98
Startup_893,AI,5,4793412794,10015110010,16,Singapore,2012,125.93
Startup_894,EdTech,4,2795352253,5438621051,20,UK,2017,161.01
Startup_895,Fintech,10,1784798965,3033041638,26,USA,2021,99.7
Startup_896,Fintech,5,381262119.7,906762451.7,36,UK,2020,117.41
Startup_897,SaaS,9,3387783132,16461493378,17,USA,2001,149.93
Startup_898,Fintech,5,4300074658,14423181397,26,Germany,2000,52.74
Startup_899,Biotech,1,4081238216,9160567866,19,Germany,2017,33.42
Startup_900,SaaS,6,4621471412,10277066218,41,China,2023,121.97
Startup_901,Blockchain,7,3762262935,11718032310,6,Singapore,2019,197.96
Startup_902,Fintech,5,4908623300,10218410599,16,Australia,2009,199.87
Startup_903,HealthTech,2,3114651005,8562475543,39,France,2006,59.42
Startup_904,E-commerce,2,3431070032,8976810331,47,India,2009,166.01
Startup_905,Blockchain,1,3107098779,14324323299,42,USA,2012,59.18
Startup_906,HealthTech,4,4617302940,8312794745,19,France,2019,18.74
Startup_907,SaaS,3,427013683.4,711151326.7,7,Canada,2015,115.38
Startup_908,HealthTech,2,3415500382,12144827341,16,France,2005,123.31
Startup_909,EdTech,6,2647982749,12172598308,17,Australia,2011,199.75
Startup_910,AI,10,535191102.7,1893260411,47,Singapore,2003,36.56
Startup_911,Blockchain,7,816153710.5,3767509151,46,UK,2012,68.31
Startup_912,Biotech,10,2453609942,9757274270,34,France,2023,48.03
Startup_913,E-commerce,9,37537878.77,133681862,7,Singapore,2017,10.83
Startup_914,EdTech,7,3206666399,12819761222,11,France,2018,69.49
Startup_915,AI,2,2040518741,7597406870,34,France,2018,53.56
Startup_916,EdTech,3,1976157466,5905848959,50,Brazil,2004,60.95
Startup_917,Biotech,1,3395728566,16508016355,2,Brazil,2016,196.46
Startup_918,HealthTech,4,1765263374,6199695974,7,USA,2020,185.44
Startup_919,Fintech,9,4933287255,17796609457,18,UK,2007,106.47
Startup_920,AI,7,1223184803,3361988631,32,Australia,2017,70.99
Startup_921,Blockchain,1,4416267157,7068011182,33,USA,2001,125.79
Startup_922,SaaS,1,3669575603,18057953791,26,France,2003,136.79
Startup_923,HealthTech,3,4078647305,6770675009,22,Brazil,2008,28.12
Startup_924,HealthTech,3,171820767.5,312922644.2,17,Australia,2003,52.2
Startup_925,Blockchain,10,1388849829,4779846928,31,Germany,2010,15.42
Startup_926,AI,8,2731808997,8920548333,25,China,2008,58.22
Startup_927,Fintech,5,3920232040,15484135182,50,Australia,2021,145.85
Startup_928,AI,2,2236298275,5233424793,37,Australia,2001,182.16
Startup_929,Blockchain,5,4556111413,11006387714,42,India,2013,7.68
Startup_930,E-commerce,10,4630530676,20145239331,11,Brazil,2010,60.79
Startup_931,AI,9,4685425193,15914253007,46,Brazil,2015,159.96
Startup_932,AI,1,4377470007,7136625121,32,Germany,2012,187.56
Startup_933,SaaS,2,1564835977,4998563618,47,UK,2003,90.77
Startup_934,Blockchain,2,3689264436,9477815353,19,Germany,2008,156.34
Startup_935,EdTech,5,1571446962,4443374468,48,Canada,2021,125.49
Startup_936,Fintech,8,3566456112,8153414283,37,India,2008,99.87
Startup_937,Fintech,6,213294017,723873700.4,37,Australia,2021,184.21
Startup_938,AI,9,4014044144,16914285764,29,Germany,2015,32.07
Startup_939,SaaS,3,626638488.3,1339976644,22,UK,2008,52.84
Startup_940,HealthTech,5,3750039568,18589682684,29,Germany,2001,99.99
Startup_941,Biotech,2,339030991.7,1546156806,33,Singapore,2006,186.48
Startup_942,Blockchain,1,2274615487,9366419355,41,UK,2021,153.71
Startup_943,Fintech,4,4718894348,18724658409,40,China,2018,193.29
Startup_944,EdTech,9,4424678389,16091679087,31,Brazil,2012,193.64
Startup_945,Fintech,9,49931150.23,140892416,44,China,2015,157.58
Startup_946,HealthTech,10,3121077218,9924831870,33,Canada,2001,138.42
Startup_947,EdTech,6,544012434.8,2419780140,6,Brazil,2015,39.89
Startup_948,Biotech,6,587255272.5,2027899619,32,UK,2017,16.01
Startup_949,EdTech,4,1502364819,3931654566,34,Germany,2003,69.66
Startup_950,EdTech,2,2842535153,4692585153,41,UK,2008,25.79
Startup_951,Fintech,8,426434010.3,1995921898,26,Australia,2006,165.68
Startup_952,EdTech,9,1144695289,5198059449,22,UK,2020,198.12
Startup_953,SaaS,3,3249939277,10758581581,4,China,2007,15.62
Startup_954,Biotech,1,3738175348,6484735741,24,Germany,2011,159.48
Startup_955,SaaS,3,1499603313,3881589718,35,UK,2020,190.4
Startup_956,SaaS,1,3273266483,15696039481,5,India,2000,72.07
Startup_957,SaaS,9,4062390181,14953274622,9,Canada,2003,102.05
Startup_958,Biotech,10,3818835304,10653899123,25,Brazil,2022,8.04
Startup_959,Blockchain,5,4336795363,9005589087,16,Singapore,2005,151.1
Startup_960,SaaS,9,4422194099,15172780140,30,India,2015,28.19
Startup_961,AI,10,3718199852,8040288169,16,USA,2020,97.75
Startup_962,HealthTech,1,530836845.3,2057214754,31,Brazil,2020,146.66
Startup_963,E-commerce,6,4179193500,8169693571,22,Brazil,2010,57.19
Startup_964,Blockchain,1,2943783745,9021166007,38,Singapore,2000,151.02
Startup_965,E-commerce,8,2132931946,6134455271,30,India,2006,177.36
Startup_966,HealthTech,10,421178756.2,1266495898,5,Australia,2011,148.6
Startup_967,HealthTech,3,3144490140,9779923107,41,Germany,2017,100.35
Startup_968,Blockchain,6,4150181010,16321915338,42,France,2000,120.92
Startup_969,HealthTech,6,1269002545,4466234072,29,UK,2023,17.72
Startup_970,SaaS,6,2893874893,11901181636,39,China,2012,175.17
Startup_971,Fintech,3,74219560.34,340925365.3,20,Singapore,2008,147.24
Startup_972,Blockchain,2,4601955539,15460419098,16,France,2007,67.79
Startup_973,SaaS,2,173957990.5,587549110.9,40,Germany,2003,114.9
Startup_974,E-commerce,8,936846910.4,3257019255,27,UK,2006,135.48
Startup_975,SaaS,8,3255740971,11201974982,37,Australia,2003,116.65
Startup_976,Blockchain,4,4017026655,8792705521,29,Australia,2001,16.38
Startup_977,AI,3,2748747804,9272452688,50,Brazil,2004,136.17
Startup_978,AI,10,4672842742,22886560985,40,Brazil,2022,181.58
Startup_979,Fintech,8,1475432806,3678840647,32,France,2002,28.96
Startup_980,EdTech,1,4413410621,19553476424,24,China,2019,6.38
Startup_981,Fintech,10,347679653.1,1011220427,49,India,2020,39.22
Startup_982,E-commerce,1,3322242860,14423979243,24,Brazil,2004,91.26
Startup_983,HealthTech,1,4271477687,9646501859,14,Brazil,2009,150.39
Startup_984,SaaS,8,4383340454,11564344493,20,India,2009,70.63
Startup_985,E-commerce,6,4445990667,11588289198,7,USA,2023,183.55
Startup_986,AI,9,1556488146,5888882903,15,China,2006,179.26
Startup_987,AI,4,1924117356,7833139419,4,Brazil,2002,139.55
Startup_988,EdTech,6,3107279414,10469800234,45,UK,2023,179.66
Startup_989,HealthTech,3,1686877994,4939505747,30,USA,2011,60.87
Startup_990,Fintech,6,565019143.3,1808654822,27,USA,2001,164.52
Startup_991,Blockchain,10,1412575442,3438388143,23,UK,2002,80.77
Startup_992,HealthTech,8,4344544804,10646674331,35,Australia,2002,100.71
Startup_993,EdTech,5,681453378,2204334100,46,UK,2009,5.85
Startup_994,EdTech,5,1010582990,3220041395,11,USA,2005,198.49
Startup_995,E-commerce,7,1757433329,5275395212,23,Canada,2016,108.86
Startup_996,HealthTech,6,955461052.1,3116854206,30,UK,2013,76.05
Startup_997,HealthTech,9,974642134.9,2835485379,41,Australia,2016,79.13
Startup_998,EdTech,6,864088859.9,1358782783,15,France,2014,69.68
Startup_999,SaaS,4,525618457.7,2262824169,6,USA,2006,172.7
Startup_1000,AI,5,181853746.2,296464087.1,48,Singapore,2008,57.55
Startup_1001,AI,4,1859208080,7716744155,33,Canada,2016,123.74
Startup_1002,EdTech,9,677893475.3,2441584546,37,Brazil,2003,5.06
Startup_1003,E-commerce,7,740418708.6,2360448213,35,Brazil,2011,60.75
Startup_1004,Blockchain,4,4159402620,20213607286,25,India,2023,197.54
Startup_1005,HealthTech,7,68265389.64,236808606.4,40,Australia,2003,21.23
Startup_1006,AI,1,257087721,636471745.9,46,USA,2002,178.06
Startup_1007,SaaS,4,77799868.42,151326180.2,30,China,2000,90.69
Startup_1008,Biotech,7,2746646960,8510584470,19,Canada,2001,131.07
Startup_1009,Blockchain,1,4166818283,20806689192,39,France,2015,34.23
Startup_1010,Biotech,8,3128706747,9209341903,2,Singapore,2015,57.72
Startup_1011,SaaS,5,2323893184,11326386518,22,France,2022,135.53
Startup_1012,HealthTech,1,1056151568,3035225564,34,UK,2010,10.68
Startup_1013,AI,5,2031988629,7825980801,17,China,2013,67.54
Startup_1014,E-commerce,6,2668798209,9956845257,7,Australia,2000,116.23
Startup_1015,Fintech,5,1877421841,5348671894,40,UK,2015,90.73
Startup_1016,AI,10,2728227781,4540397251,4,Brazil,2011,170.87
Startup_1017,EdTech,6,2712311357,4180334992,31,Canada,2017,135
Startup_1018,E-commerce,4,3769156460,12531052629,46,USA,2018,87.46
Startup_1019,HealthTech,8,1718261941,4167043322,39,China,2003,197.49
Startup_1020,AI,7,2646626157,5589535560,45,Canada,2005,54.7
Startup_1021,Fintech,1,1388713908,5049178737,13,France,2014,109.22
Startup_1022,Fintech,7,3312680032,15136996348,23,Canada,2006,40.54
Startup_1023,Biotech,6,880605375.9,3739016719,29,China,2013,61.39
Startup_1024,HealthTech,2,3904882833,9884011807,6,France,2014,82.33
Startup_1025,HealthTech,8,1295886301,3922560410,23,France,2021,67.56
Startup_1026,Biotech,5,3425283951,9967548960,30,Canada,2020,9.75
Startup_1027,EdTech,9,154767899.6,593510961.1,36,Brazil,2005,134.48
Startup_1028,SaaS,5,4679429831,20491969215,9,Brazil,2011,172.33
Startup_1029,E-commerce,4,4818579920,22372951234,13,China,2016,102.45
Startup_1030,E-commerce,6,753218134.4,3184983761,17,Germany,2022,186.63
Startup_1031,E-commerce,1,1536646445,7476035116,47,France,2023,120.24
Startup_1032,E-commerce,8,3382180885,9499302410,40,France,2017,22.02
Startup_1033,Fintech,5,3999060285,10422706241,13,Singapore,2022,96.2
Startup_1034,EdTech,1,3648483361,8799641034,11,Australia,2018,104.57
Startup_1035,Fintech,2,2518837748,7845965903,27,USA,2005,80.04
Startup_1036,HealthTech,7,25691991.86,63783388.38,3,USA,2009,40.08
Startup_1037,Biotech,10,2516098398,10821296868,18,USA,2003,176.75
Startup_1038,Blockchain,5,4662467573,21120896747,31,China,2020,131.7
Startup_1039,E-commerce,9,3803255753,17566626505,29,Australia,2008,105.87
Startup_1040,E-commerce,7,1324441599,4583200989,22,India,2016,124.01
Startup_1041,Fintech,1,65582199.84,273222103.8,6,USA,2007,101.43
Startup_1042,SaaS,5,2970298521,10918067636,18,Singapore,2018,99.84
Startup_1043,EdTech,5,1823137846,4353247651,36,Brazil,2016,166.04
Startup_1044,SaaS,2,1231738118,3994593279,25,France,2001,42.83
Startup_1045,HealthTech,4,1503187323,6536681230,19,Singapore,2009,84.48
Startup_1046,E-commerce,9,4754970176,19972589104,47,China,2019,5.6
Startup_1047,Biotech,1,1901526201,5740203440,24,Brazil,2021,54.87
Startup_1048,SaaS,10,4911046423,13700755338,49,Australia,2020,99.18
Startup_1049,AI,10,3298263255,12020284199,38,UK,2017,126.35
Startup_1050,Blockchain,1,2955582227,5432530693,47,Canada,2022,66.12
Startup_1051,E-commerce,6,1976978482,8717352057,13,Brazil,2010,126.61
Startup_1052,Blockchain,8,4250795899,7400427740,34,Germany,2020,112.79
Startup_1053,Fintech,3,3154311522,12449593916,4,Singapore,2003,176.52
Startup_1054,E-commerce,6,3189469804,10336588066,19,Australia,2022,150.32
Startup_1055,Biotech,6,1057447583,3301868496,13,India,2012,198.61
Startup_1056,HealthTech,2,4512812971,7745521580,7,USA,2003,87.08
Startup_1057,HealthTech,9,350195247,1225960649,43,Brazil,2016,153
Startup_1058,SaaS,8,4223282977,10821356694,17,Singapore,2015,22.09
Startup_1059,SaaS,7,2027313896,7989843650,21,China,2010,58.75
Startup_1060,Fintech,10,2416595289,6434470435,19,India,2008,172.26
Startup_1061,E-commerce,4,3898934844,13870708761,38,Singapore,2006,67.27
Startup_1062,Fintech,10,4988508323,18796932288,17,USA,2003,132.03
Startup_1063,SaaS,1,950151788.3,3460518898,16,Singapore,2018,173.16
Startup_1064,E-commerce,10,3696218297,6957983876,45,Germany,2008,175.01
Startup_1065,HealthTech,1,4906087767,9747354164,11,India,2002,115.25
Startup_1066,EdTech,8,2869520248,9308539141,27,Singapore,2013,23.64
Startup_1067,Blockchain,5,4798016540,8323794287,45,Brazil,2003,75.87
Startup_1068,Biotech,3,703416676.1,1819136802,13,Singapore,2019,22.87
Startup_1069,HealthTech,8,4371871461,9821283055,22,China,2006,133.43
Startup_1070,Biotech,5,3858730236,13480857973,37,India,2016,86.29
Startup_1071,E-commerce,10,3625516216,8343545986,12,USA,2003,126.14
Startup_1072,HealthTech,3,557898826.8,2113246969,16,India,2009,98.94
Startup_1073,AI,2,2770158653,13355568022,34,China,2006,197.25
Startup_1074,EdTech,10,3174232150,9817393546,39,France,2010,170.5
Startup_1075,EdTech,5,4948565303,9267297827,17,Canada,2015,199.71
Startup_1076,HealthTech,5,1512062900,3564562508,12,France,2004,133.64
Startup_1077,Fintech,6,2227327018,7903301197,27,Singapore,2012,96.65
Startup_1078,Fintech,9,3206660426,7522519178,13,USA,2013,53.69
Startup_1079,AI,10,1291318486,3454222013,4,Singapore,2012,107.67
Startup_1080,SaaS,2,3104673312,6606338375,21,USA,2020,178.35
Startup_1081,Biotech,10,1716671602,2815791229,18,Canada,2001,43.41
Startup_1082,EdTech,10,197478247.7,727327914.7,41,India,2020,97.37
Startup_1083,AI,5,1593480631,2580257546,50,France,2013,64.94
Startup_1084,SaaS,6,1649882254,3589018284,48,Canada,2007,191.48
Startup_1085,Fintech,4,2299478215,10670945375,37,China,2022,112.44
Startup_1086,AI,9,2463754788,7871276232,46,France,2000,111.03
Startup_1087,SaaS,7,3358841939,12318278798,28,Canada,2002,122.76
Startup_1088,Fintech,10,1982975036,7115946375,37,Canada,2018,177.26
Startup_1089,E-commerce,9,2670499731,5912264293,22,UK,2000,143.61
Startup_1090,EdTech,9,3369033608,10168496272,44,India,2000,14.71
Startup_1091,SaaS,9,2234020688,6020222192,9,France,2019,198.49
Startup_1092,E-commerce,1,2070641658,5419707076,47,Australia,2021,198.67
Startup_1093,E-commerce,1,2431369053,6367006128,16,UK,2019,68.73
Startup_1094,AI,1,4084985220,20060012945,6,Brazil,2001,149.01
Startup_1095,E-commerce,2,4776063011,17647235739,25,Australia,2023,98.42
Startup_1096,Fintech,4,2342878638,6189663440,38,Brazil,2002,80.99
Startup_1097,Blockchain,9,3524220877,16386357110,50,Australia,2023,168.68
Startup_1098,EdTech,3,849947448.4,2835233767,42,Brazil,2005,143.53
Startup_1099,HealthTech,4,1451717578,6782878239,40,Australia,2002,197.98
Startup_1100,EdTech,6,813073706.1,3687774230,9,France,2023,125.1
Startup_1101,Biotech,6,1938556949,8045510418,29,France,2001,193.99
Startup_1102,Fintech,6,1954768067,5554028791,6,Canada,2012,47.79
Startup_1103,SaaS,1,1073211031,5297289860,19,Australia,2006,77.48
Startup_1104,Blockchain,9,4435771226,13237021599,23,UK,2018,155.08
Startup_1105,E-commerce,2,3084702749,9261345421,25,Brazil,2016,111.21
Startup_1106,SaaS,2,4529990216,13389938854,7,Australia,2014,150.52
Startup_1107,Biotech,7,2061237991,9925452462,11,Germany,2022,80.36
Startup_1108,Blockchain,10,723801001,3153947856,24,Brazil,2006,78.92
Startup_1109,HealthTech,10,1834377106,6591551370,46,Canada,2017,171.85
Startup_1110,Fintech,9,3102376426,6808035912,16,USA,2011,113.9
Startup_1111,SaaS,1,3596355036,16496796861,37,Brazil,2004,180.87
Startup_1112,E-commerce,6,4427687951,22130675505,46,India,2019,42.55
Startup_1113,EdTech,5,818619809.2,4054423338,13,Australia,2012,134.58
Startup_1114,SaaS,5,3368859246,5136997353,44,UK,2021,65.2
Startup_1115,Fintech,5,814857166.6,1717562710,26,China,2010,109.06
Startup_1116,Fintech,10,4540943822,15215541444,18,France,2016,197.84
Startup_1117,EdTech,1,763659246,1833729894,14,Canada,2015,23.33
Startup_1118,EdTech,10,2257043433,8207560334,39,Australia,2002,77.24
Startup_1119,HealthTech,1,4335903100,9728927875,6,India,2020,15.91
Startup_1120,AI,9,1446646139,4837475500,16,UK,2012,14.1
Startup_1121,E-commerce,4,1260880786,2771743745,10,Australia,2009,112.89
Startup_1122,Biotech,9,4314683895,17007880210,37,Germany,2006,13.57
Startup_1123,E-commerce,10,4377953608,19407712192,45,Germany,2018,134.49
Startup_1124,EdTech,9,203877918.3,804662841.4,30,Canada,2015,82.89
Startup_1125,SaaS,4,4809423874,17429343962,43,Singapore,2016,19.91
Startup_1126,AI,3,4546221123,16294099981,49,Germany,2004,25.33
Startup_1127,Blockchain,8,4686088004,7508720642,35,Brazil,2006,117.39
Startup_1128,HealthTech,3,1715842439,8120631402,19,France,2013,102.91
Startup_1129,Fintech,1,2637191042,10730447491,41,Canada,2001,56.48
Startup_1130,Blockchain,10,2898352053,9998845015,21,Germany,2021,14.33
Startup_1131,HealthTech,10,1152888550,5405145242,29,Brazil,2015,166.29
Startup_1132,Biotech,9,642873638.8,2793254913,47,UK,2022,139.4
Startup_1133,EdTech,5,2953336393,6030308907,2,UK,2019,175.28
Startup_1134,Biotech,3,1632145013,7360437144,38,USA,2010,136.53
Startup_1135,SaaS,7,751558475.1,1984519970,35,Singapore,2020,45.03
Startup_1136,SaaS,10,2546766570,6940637752,3,Australia,2014,113.66
Startup_1137,EdTech,2,380246116.9,1650899315,45,USA,2005,137.07
Startup_1138,SaaS,9,3240721400,14149777185,33,USA,2017,104.68
Startup_1139,HealthTech,8,2552877799,7633324893,40,Singapore,2014,43.24
Startup_1140,Fintech,7,2293570166,10759511439,22,India,2017,21.16
Startup_1141,Biotech,2,2940891408,11675009522,44,USA,2006,5.49
Startup_1142,EdTech,2,2022260826,3921632545,13,Canada,2000,92.66
Startup_1143,Biotech,5,3077073967,7171280806,22,UK,2019,92.29
Startup_1144,EdTech,3,3524599148,8345803831,30,USA,2003,91.87
Startup_1145,HealthTech,1,1128773436,4289980583,17,France,2012,59.94
Startup_1146,Biotech,2,439206678.6,1101213801,32,Germany,2011,29.17
Startup_1147,HealthTech,7,749253423.5,1996649741,20,UK,2018,109.14
Startup_1148,Biotech,1,3794729464,6834985594,41,UK,2022,89.5
Startup_1149,E-commerce,2,452112329,1560951655,2,UK,2000,38.88
Startup_1150,AI,1,3846052508,16333393893,26,UK,2013,91.35
Startup_1151,E-commerce,9,2704717603,8547302182,10,India,2017,136.85
Startup_1152,HealthTech,9,2414363821,7706761533,16,China,2007,192.79
Startup_1153,HealthTech,5,1729427895,7332197537,19,USA,2005,56.98
Startup_1154,AI,4,3776870166,16282267406,37,Canada,2006,198.3
Startup_1155,EdTech,4,2162625291,6177030713,32,Germany,2013,84.78
Startup_1156,Biotech,10,4828048903,15871336509,12,India,2005,88.52
Startup_1157,Biotech,6,3937307680,8113515162,26,China,2016,160.24
Startup_1158,HealthTech,1,739322892,3274943136,21,Germany,2010,18.58
Startup_1159,EdTech,10,2106179425,4607917081,38,UK,2013,40.91
Startup_1160,AI,5,2112134765,9805022550,26,Brazil,2012,74.53
Startup_1161,Fintech,1,4668903578,13526446562,31,Australia,2002,36.29
Startup_1162,E-commerce,7,343906388.4,571702304.8,24,USA,2001,91.29
Startup_1163,SaaS,10,3983533459,10375969581,38,France,2019,158.87
Startup_1164,AI,2,1890324919,6958911558,23,Australia,2013,60.06
Startup_1165,Fintech,9,3559033320,7246597131,29,India,2022,188.74
Startup_1166,AI,2,847204293.7,2755500792,18,India,2019,156.81
Startup_1167,AI,2,3107407419,8852918682,33,China,2000,45.6
Startup_1168,Blockchain,6,319293520,1134381955,40,Germany,2015,125.87
Startup_1169,AI,3,2743730620,6235117152,12,USA,2021,128.53
Startup_1170,Blockchain,2,2007311335,3172721561,26,India,2022,81.98
Startup_1171,SaaS,9,4347181013,15037976008,19,Australia,2008,148.38
Startup_1172,Blockchain,5,319602741.9,658827117.9,48,Singapore,2012,191.59
Startup_1173,Biotech,7,403222281,638575210.4,32,France,2020,116.47
Startup_1174,SaaS,6,33121375.03,84282212.3,46,Brazil,2005,155.3
Startup_1175,Blockchain,8,2089361618,4472560028,10,USA,2016,109.96
Startup_1176,SaaS,9,1399427483,6776477029,41,USA,2010,121.35
Startup_1177,AI,8,4304958726,17599455889,20,Australia,2012,42.09
Startup_1178,Fintech,4,2242061423,7775391860,2,China,2010,79.25
Startup_1179,EdTech,5,4065983063,8227629018,21,France,2007,198.34
Startup_1180,HealthTech,10,4323683628,9882669505,23,France,2004,167.1
Startup_1181,Blockchain,4,208535611.3,769586916,43,Singapore,2009,121.39
Startup_1182,HealthTech,1,1151782129,2199050019,42,Australia,2023,15.01
Startup_1183,SaaS,1,1544517369,5186021990,2,USA,2022,53.57
Startup_1184,Biotech,2,3497175420,11555414363,45,China,2000,34.12
Startup_1185,SaaS,5,2639744567,11938383803,29,China,2005,49.02
Startup_1186,SaaS,6,2378574588,10821661609,1,India,2003,93.93
Startup_1187,E-commerce,9,1538901086,2714926921,33,Germany,2015,196.64
Startup_1188,HealthTech,10,3194811673,13008539798,41,Germany,2007,120.71
Startup_1189,AI,9,3194755399,5990554821,9,Canada,2010,179.52
Startup_1190,EdTech,5,1104331063,4071418541,22,USA,2006,35.42
Startup_1191,E-commerce,7,4158148573,11502592290,46,China,2003,186.24
Startup_1192,Biotech,8,3450065516,14138894651,2,Brazil,2020,8.68
Startup_1193,SaaS,1,1250076555,4126750412,7,India,2012,134.22
Startup_1194,Blockchain,7,1458067664,3517624749,20,USA,2020,136.34
Startup_1195,EdTech,10,339536799.4,554329531.7,2,Australia,2003,191.14
Startup_1196,E-commerce,1,4841406255,7338419456,39,Canada,2013,88.49
Startup_1197,AI,6,4170911396,14116786258,11,Canada,2001,109.76
Startup_1198,E-commerce,6,1687613889,7534509596,13,UK,2023,142.22
Startup_1199,SaaS,8,4676671956,17898205807,42,Australia,2021,86.85
Startup_1200,HealthTech,4,4647165720,19241387545,18,France,2009,27.96
Startup_1201,E-commerce,1,2392014028,11103628903,40,France,2018,82.51
Startup_1202,HealthTech,2,179540623.2,395325923.8,40,UK,2009,151.68
Startup_1203,SaaS,10,2421678140,7419202546,28,India,2022,162.42
Startup_1204,Blockchain,7,1522536275,4724328248,49,Singapore,2003,189.53
Startup_1205,Biotech,1,951794782.3,2257274244,26,France,2021,37.83
Startup_1206,SaaS,6,1965089035,5675271682,47,Canada,2001,119.05
Startup_1207,E-commerce,5,2316814051,11009744553,24,Australia,2020,115.23
Startup_1208,AI,9,3114491752,14884371518,15,Australia,2009,187.59
Startup_1209,Blockchain,6,2709474361,5097848424,49,China,2013,111.32
Startup_1210,AI,2,2247338329,5368327023,29,India,2009,152.05
Startup_1211,EdTech,1,4918160795,22959331724,16,Brazil,2011,89.91
Startup_1212,Fintech,3,2436765320,5200596802,41,UK,2010,115.55
Startup_1213,Blockchain,9,812833898,3500258139,29,China,2007,98.59
Startup_1214,Blockchain,1,1907151142,4338327898,23,Brazil,2016,184.43
Startup_1215,EdTech,2,2436408211,4692198036,49,India,2001,178.45
Startup_1216,EdTech,9,2618285428,5590173995,16,UK,2006,147.98
Startup_1217,AI,4,1505452420,3064725304,43,Australia,2020,93.33
Startup_1218,Fintech,3,3455393182,12445424787,1,Brazil,2023,165.73
Startup_1219,SaaS,6,836107465.7,3300679341,15,India,2011,7.82
Startup_1220,E-commerce,7,642356233.5,1530476729,20,USA,2007,197.03
Startup_1221,Fintech,1,3668341748,9191743061,14,Germany,2019,167.96
Startup_1222,EdTech,8,949597494.4,3757321510,3,Germany,2009,96.74
Startup_1223,E-commerce,9,2454454612,12153659227,7,Australia,2014,139.99
Startup_1224,E-commerce,7,1706899548,6602119751,24,Australia,2009,38.38
Startup_1225,EdTech,2,961523412.8,4065442903,42,India,2013,84
Startup_1226,HealthTech,7,2581532542,11492766707,1,Singapore,2005,121.86
Startup_1227,EdTech,6,3651896592,17659527292,21,India,2018,85.81
